Subject,Filename,Onset,Apex,Offset,AU,Expression type,Objective class
spNO.15,j,972,976,1009,R14,Micro-expression,VII
spNO.160,i,1270,1276,1281,4,Micro-expression,III
spNO.148,b,204,213,218,4,Micro-expression,III
spNO.156,b,181,186,189,4,Micro-expression,III
spNO.169,j,123,129,192,7,Micro-expression,VII
spNO.153,d,4563,4570,4589,R20,Micro-expression,VI
spNO.217,k,959,967,986,24,Micro-expression,VII
spNO.190,e,2271,2276,2294,5,Micro-expression,II
spNO.171,d,1666,1674,1684,4,Micro-expression,III
spNO.144,g,884,890,898,L2+L1,Micro-expression,II
spNO.6,j,1122,1127,1184,R1+R2,Micro-expression,II
spNO.190,d,4121,4126,4175,38,Micro-expression,VII
spNO.40,i,2771,2777,2804,22,Micro-expression,VII
spNO.171,e,2403,2407,2441,6,Micro-expression,I
spNO.11,e,856,864,872,4,Micro-expression,III
spNO.204,b,276,284,298,14,Micro-expression,VII
spNO.147,m,1840,1845,1982,14,Micro-expression,VII
spNO.216,m,1569,1577,1600,4,Micro-expression,III
spNO.167,j,69,76,84,4,Micro-expression,III
spNO.189,i,271,275,280,9+4,Micro-expression,IV
spNO.165,g,2539,2542,2549,L14,Micro-expression,VII
spNO.2,g,4,4,74,14,Micro-expression,VII
spNO.192,d,4736,4744,4793,1,Micro-expression,V
spNO.189,h,3309,3317,3339,T18,Micro-expression,VII
spNO.212,j,362,367,387,38,Micro-expression,VII
spNO.156,b,371,374,378,4,Micro-expression,III
spNO.207,e,404,410,414,4,Micro-expression,III
spNO.194,k,430,438,495,7,Micro-expression,VII
spNO.156,i,2132,2135,2176,4,Micro-expression,III
spNO.210,c,1473,1479,1494,14,Micro-expression,VII
spNO.212,j,45,49,56,R10,Micro-expression,IV
spNO.160,i,1762,1765,1773,18+4,Micro-expression,VII
spNO.206,c,69,75,80,1+4,Micro-expression,V
spNO.175,b,62,65,70,L2+L1,Micro-expression,II
spNO.189,m,94,103,107,9+4,Micro-expression,IV
spNO.148,d,2657,2662,2665,4,Micro-expression,III
spNO.171,f,2151,2158,2201,4,Micro-expression,III
spNO.150,g,1360,1366,1379,1,Micro-expression,V
spNO.148,c,161,166,174,4,Micro-expression,III
spNO.194,d,1888,1894,1903,4,Micro-expression,III
spNO.5,e,771,779,796,7,Micro-expression,VII
spNO.160,i,3403,3409,3418,4,Micro-expression,III
spNO.11,a,257,260,268,4,Micro-expression,III
spNO.167,j,1692,1697,1705,2+1,Micro-expression,II
spNO.181,j,258,262,278,R2,Micro-expression,VII
spNO.162,i,1663,1666,1673,4,Micro-expression,III
spNO.216,l,2783,2790,2804,L7,Micro-expression,VII
spNO.207,c,555,563,586,R14,Micro-expression,VII
spNO.208,d,2139,2144,2147,5,Micro-expression,II
spNO.6,j,843,850,859,1,Micro-expression,V
spNO.206,g,113,121,138,2+1,Micro-expression,II
spNO.215,d,3177,3184,3210,24,Micro-expression,VII
spNO.215,a,33,40,55,4,Micro-expression,III
spNO.160,i,3174,3179,3187,2+1,Micro-expression,II
spNO.207,c,3118,3126,3165,14,Micro-expression,VII
spNO.3,f,141,147,162,L18,Micro-expression,VII
spNO.160,m,1286,1294,1302,4,Micro-expression,III
spNO.144,g,1659,1665,1680,14,Micro-expression,VII
spNO.217,k,1412,1420,1431,24,Micro-expression,VII
spNO.175,f,7,7,42,14,Micro-expression,VII
spNO.161,f,1572,1579,1599,2+1,Micro-expression,II
spNO.215,e,7,7,59,14,Micro-expression,VII
spNO.215,d,4206,4213,4231,1+2,Micro-expression,II
spNO.181,d,3290,3298,3304,5,Micro-expression,II
spNO.194,h,1427,1433,1444,2+1,Micro-expression,II
spNO.208,d,1013,1020,1028,5,Micro-expression,II
spNO.189,l,2593,2600,2604,2+1,Micro-expression,II
spNO.217,l,3201,3208,3219,24,Micro-expression,VII
spNO.197,m,324,331,343,5,Micro-expression,II
spNO.216,d,2647,2668,2694,38,Micro-expression,VII
spNO.148,c,2341,2347,2372,4,Micro-expression,III
spNO.172,k,1877,1882,1891,18,Micro-expression,VII
spNO.189,g,1812,1819,1843,2+1,Micro-expression,II
spNO.189,m,780,784,788,9+4,Micro-expression,IV
spNO.139,l,463,470,477,4,Micro-expression,III
spNO.148,k,2590,2595,2599,4,Micro-expression,III
spNO.148,c,2296,2301,2308,2+1,Micro-expression,II
spNO.171,l,3553,3559,3569,4,Micro-expression,III
spNO.77,m,250,257,275,4,Micro-expression,III
spNO.12,a,385,392,404,7,Micro-expression,VII
spNO.207,c,3285,3293,3353,4,Micro-expression,III
spNO.7,i,5,5,38,14,Micro-expression,VII
spNO.160,e,635,643,651,2+1,Micro-expression,II
spNO.201,j,1759,1767,1778,4,Micro-expression,III
spNO.189,h,610,617,643,14,Micro-expression,VII
spNO.189,j,56,62,65,9,Micro-expression,IV
spNO.206,l,2601,2608,2613,1,Micro-expression,V
spNO.39,i,3188,3196,3215,18,Micro-expression,VII
spNO.181,e,1655,1662,1720,2+1,Micro-expression,II
spNO.166,b,834,837,861,2+1,Micro-expression,II
spNO.207,l,3948,3951,3971,4,Micro-expression,III
spNO.153,h,2019,2024,2032,5,Micro-expression,II
spNO.4,b,111,119,135,4,Micro-expression,III
spNO.9,h,4,4,18,1+2,Micro-expression,II
spNO.216,h,1788,1793,1800,7,Micro-expression,VII
spNO.189,h,2046,2048,2053,9,Micro-expression,IV
spNO.169,h,1322,1328,1363,24,Micro-expression,VII
spNO.207,h,2479,2484,2503,4,Micro-expression,III
spNO.171,d,542,548,552,4,Micro-expression,III
spNO.153,a,34,38,50,4,Micro-expression,III
spNO.215,b,899,903,906,24,Micro-expression,VII
spNO.77,g,353,360,420,4,Micro-expression,III
spNO.209,c,221,228,262,14,Micro-expression,VII
spNO.171,h,163,166,173,4,Micro-expression,III
spNO.204,j,697,701,706,5,Micro-expression,II
spNO.8,h,468,475,516,16+24+14,Micro-expression,VII
spNO.171,m,1865,1872,1888,4,Micro-expression,III
spNO.194,a,7,11,37,2+1+14,Micro-expression,VII
spNO.165,b,31,38,52,4,Micro-expression,III
spNO.175,d,2730,2736,2753,5,Micro-expression,II
spNO.169,c,2049,2053,2065,16,Micro-expression,VII
spNO.179,m,1264,1269,1292,4,Micro-expression,III
spNO.163,e,600,607,618,R14,Micro-expression,VII
spNO.214,m,4,4,72,17,Micro-expression,VII
spNO.153,j,1573,1579,1586,5+2+1,Micro-expression,VII
spNO.182,a,742,749,769,1,Micro-expression,V
spNO.142,c,2843,2851,2870,24+14,Micro-expression,VII
spNO.158,e,45,50,57,2+1,Micro-expression,II
spNO.4,l,2410,2418,2444,4,Micro-expression,III
spNO.194,m,125,132,151,2+1,Micro-expression,II
spNO.217,e,610,615,637,1+2,Micro-expression,II
spNO.144,g,1824,1832,1882,14,Micro-expression,VII
spNO.160,h,481,488,494,4,Micro-expression,III
spNO.184,j,1374,1380,1387,4,Micro-expression,III
spNO.179,k,1407,1415,1438,4,Micro-expression,III
spNO.207,m,26,34,48,24+T18+16,Micro-expression,VII
spNO.204,b,670,678,698,14,Micro-expression,VII
spNO.169,d,747,751,774,24,Micro-expression,VII
spNO.160,k,2426,2433,2450,4,Micro-expression,III
spNO.207,a,667,673,822,4,Micro-expression,III
spNO.217,a,233,241,262,1+2,Micro-expression,II
spNO.202,m,204,212,303,14,Micro-expression,VII
spNO.150,e,2277,2278,2282,4,Micro-expression,III
spNO.172,h,206,214,219,R10,Micro-expression,IV
spNO.149,g,233,237,265,24,Micro-expression,VII
spNO.215,f,2183,2187,2197,L2,Micro-expression,VII
spNO.206,f,117,122,141,1+2+5,Micro-expression,VII
spNO.153,j,1123,1129,1140,4,Micro-expression,III
spNO.207,c,5,5,38,4,Micro-expression,III
spNO.42,e,2646,2654,2667,4,Micro-expression,III
spNO.197,m,431,437,460,4,Micro-expression,III
spNO.207,h,98,106,127,7,Micro-expression,VII
spNO.184,c,682,690,698,4,Micro-expression,III
spNO.171,a,226,230,234,4,Micro-expression,III
spNO.195,j,1109,1116,1141,24,Micro-expression,VII
spNO.10,j,1348,1351,1356,15,Micro-expression,V
spNO.176,l,7,14,45,14,Micro-expression,VII
spNO.179,b,7,7,57,1,Micro-expression,V
spNO.189,f,7,7,70,14,Micro-expression,VII
spNO.138,c,721,728,739,7,Micro-expression,VII
spNO.197,k,1950,1956,1968,24,Micro-expression,VII
spNO.204,a,513,521,535,5,Micro-expression,II
spNO.202,l,3267,3271,3283,16,Micro-expression,VII
spNO.181,g,1964,1967,1988,4,Micro-expression,III
spNO.184,c,2792,2799,2813,14,Micro-expression,VII
spNO.215,k,1505,1512,1529,R2+R1,Micro-expression,II
spNO.209,j,661,668,709,14,Micro-expression,VII
spNO.8,l,2836,2840,2861,14,Micro-expression,VII
spNO.212,i,1323,1326,1340,1+2,Micro-expression,II
spNO.144,d,3048,3055,3063,L2+L1,Micro-expression,II
spNO.212,f,953,961,1084,R2,Micro-expression,VII
spNO.10,l,1086,1090,1094,4,Micro-expression,III
spNO.184,j,1324,1330,1343,4,Micro-expression,III
spNO.15,j,1157,1165,1173,14,Micro-expression,VII
spNO.160,l,79,85,93,4,Micro-expression,III
spNO.195,h,7,7,79,14,Micro-expression,VII
spNO.189,e,148,153,156,6+9+4,Micro-expression,VII
spNO.215,d,4292,4300,4320,14,Micro-expression,VII
spNO.10,l,1407,1414,1424,4,Micro-expression,III
spNO.142,h,2991,3001,3006,38,Micro-expression,VII
spNO.160,i,3674,3680,3695,4,Micro-expression,III
spNO.196,b,269,274,291,38,Micro-expression,VII
spNO.40,e,1812,1824,1845,18,Micro-expression,VII
spNO.8,e,223,229,257,14,Micro-expression,VII
spNO.144,k,2150,2155,2174,4,Micro-expression,III
spNO.173,a,7,15,59,14,Micro-expression,VII
spNO.160,i,1281,1286,1298,2+1,Micro-expression,II
spNO.142,a,634,642,647,12,Micro-expression,I
spNO.174,j,205,212,221,14,Micro-expression,VII
spNO.2,j,7,7,408,38,Micro-expression,VII
spNO.15,l,1400,1403,1408,4,Micro-expression,III
spNO.194,i,8,14,20,17,Micro-expression,VII
spNO.175,k,2169,2177,2186,4,Micro-expression,III
