Subject,Filename,Onset,Apex,Offset,AU,Expression type,Objective class
spNO.171,a,226,230,234,4,Micro-expression,III
spNO.190,j,1939,1945,1972,38,Micro-expression,VII
spNO.187,i,3994,3998,4015,4,Micro-expression,III
spNO.208,e,1757,1764,1777,5,Micro-expression,II
spNO.162,b,1056,1060,1067,4,Micro-expression,III
spNO.14,e,2154,2160,2172,L14,Micro-expression,VII
spNO.217,b,920,928,945,17,Micro-expression,VII
spNO.189,a,467,471,474,6+9+4,Micro-expression,VII
spNO.1,k,153,159,168,38,Micro-expression,VII
spNO.165,f,2154,2160,2313,4,Micro-expression,III
spNO.145,j,1304,1311,1325,L14,Micro-expression,VII
spNO.208,c,1971,1979,1994,4,Micro-expression,III
spNO.194,f,331,339,373,14,Micro-expression,VII
spNO.160,i,1270,1276,1281,4,Micro-expression,III
spNO.11,h,316,324,338,25,Micro-expression,II
spNO.190,e,2271,2276,2294,5,Micro-expression,II
spNO.197,i,1809,1813,1821,5,Micro-expression,II
spNO.42,d,3188,3196,3217,24,Micro-expression,VII
spNO.160,d,1199,1203,1208,2+1,Micro-expression,II
spNO.77,d,4708,4714,4723,4,Micro-expression,III
spNO.207,l,3698,3706,3726,4,Micro-expression,III
spNO.148,a,925,933,977,4,Micro-expression,III
spNO.189,f,679,685,695,14+9,Micro-expression,VII
spNO.189,m,134,137,149,9+4,Micro-expression,IV
spNO.148,c,2296,2301,2308,2+1,Micro-expression,II
spNO.39,k,539,545,570,5,Micro-expression,II
spNO.186,f,448,456,502,1,Micro-expression,V
spNO.193,e,92,93,98,4,Micro-expression,III
spNO.196,e,1382,1389,1417,38,Micro-expression,VII
spNO.208,d,2139,2144,2147,5,Micro-expression,II
spNO.212,b,923,930,957,L14,Micro-expression,VII
spNO.189,i,5,5,16,14+9+4,Micro-expression,VII
spNO.206,c,69,75,80,1+4,Micro-expression,V
spNO.207,c,555,563,586,R14,Micro-expression,VII
spNO.6,j,843,850,859,1,Micro-expression,V
spNO.12,d,116,121,139,14,Micro-expression,VII
spNO.189,h,3309,3317,3339,T18,Micro-expression,VII
spNO.181,j,1568,1574,1595,R2,Micro-expression,VII
spNO.215,f,2183,2187,2197,L2,Micro-expression,VII
spNO.184,c,682,690,698,4,Micro-expression,III
spNO.216,e,463,471,493,R1+R2,Micro-expression,II
spNO.10,f,278,279,280,18,Micro-expression,VII
spNO.194,k,430,438,495,7,Micro-expression,VII
spNO.150,c,2024,2031,2046,14,Micro-expression,VII
spNO.189,m,770,776,830,9+4+14,Micro-expression,VII
spNO.173,a,7,15,59,14,Micro-expression,VII
spNO.160,d,2186,2194,2204,18,Micro-expression,VII
spNO.15,j,135,140,181,12,Micro-expression,I
spNO.11,a,257,260,268,4,Micro-expression,III
spNO.2,d,1595,1600,1650,38,Micro-expression,VII
spNO.169,b,91,99,188,R2,Micro-expression,VII
spNO.189,f,144,150,208,9+4+14,Micro-expression,VII
spNO.171,h,163,166,173,4,Micro-expression,III
spNO.189,l,218,221,225,9,Micro-expression,IV
spNO.197,h,1813,1820,1830,2+1,Micro-expression,II
spNO.11,k,1743,1746,1747,18,Micro-expression,VII
spNO.158,d,3347,3351,3399,2+1,Micro-expression,II
spNO.212,i,1323,1326,1340,1+2,Micro-expression,II
spNO.206,m,277,283,300,1+2,Micro-expression,II
spNO.145,g,150,156,158,5,Micro-expression,II
spNO.192,d,1291,1299,1352,1,Micro-expression,V
spNO.13,l,2080,2088,2096,14,Micro-expression,VII
spNO.2,j,7,7,408,38,Micro-expression,VII
spNO.77,i,7,7,35,14,Micro-expression,VII
spNO.9,h,4,4,18,1+2,Micro-expression,II
spNO.181,d,22,30,36,R2,Micro-expression,VII
spNO.11,e,856,864,872,4,Micro-expression,III
spNO.152,c,1536,1540,1547,4,Micro-expression,III
spNO.193,g,7,7,79,14,Micro-expression,VII
spNO.160,i,3985,3990,3997,4,Micro-expression,III
spNO.197,a,881,888,899,4,Micro-expression,III
spNO.202,f,7,7,45,14,Micro-expression,VII
spNO.148,b,560,568,585,4,Micro-expression,III
spNO.215,a,33,40,55,4,Micro-expression,III
spNO.210,b,5,5,36,B28,Micro-expression,VII
spNO.1,j,102,105,113,26+25,Micro-expression,II
spNO.204,m,2679,2685,2695,14,Micro-expression,VII
spNO.165,c,447,453,462,17+14,Micro-expression,VII
spNO.172,i,538,543,566,2+1,Micro-expression,II
spNO.160,e,1498,1504,1519,4,Micro-expression,III
spNO.212,e,1876,1884,1909,R2+R1,Micro-expression,II
spNO.169,a,8,8,61,R2,Micro-expression,VII
spNO.201,i,61,64,66,18,Micro-expression,VII
spNO.156,l,106,109,114,38,Micro-expression,VII
spNO.212,f,953,961,1084,R2,Micro-expression,VII
spNO.7,d,3041,3047,3057,4,Micro-expression,III
spNO.181,c,1467,1470,1476,5,Micro-expression,II
spNO.207,j,416,421,453,R2+R1,Micro-expression,II
spNO.171,g,96,99,103,4,Micro-expression,III
spNO.188,m,1052,1057,1076,4,Micro-expression,III
spNO.210,i,545,553,605,4+9+R14,Micro-expression,VII
spNO.8,e,5,5,21,14,Micro-expression,VII
spNO.156,b,371,374,378,4,Micro-expression,III
spNO.215,c,119,127,141,1,Micro-expression,V
spNO.1,f,1421,1426,1440,5,Micro-expression,II
spNO.180,h,1794,1802,1843,2+1,Micro-expression,II
spNO.170,m,2593,2601,2641,14,Micro-expression,VII
spNO.215,a,84,89,110,1,Micro-expression,V
spNO.189,g,50,55,59,9+4,Micro-expression,IV
spNO.208,m,608,616,641,4,Micro-expression,III
spNO.217,g,739,744,767,7,Micro-expression,VII
spNO.204,a,606,612,635,4,Micro-expression,III
spNO.189,f,1395,1403,1423,14,Micro-expression,VII
spNO.150,e,1040,1048,1062,1,Micro-expression,V
spNO.8,h,468,475,516,16+24+14,Micro-expression,VII
spNO.15,l,2979,2986,2992,4,Micro-expression,III
spNO.15,j,1564,1571,1573,12,Micro-expression,I
spNO.193,f,5,5,186,14,Micro-expression,VII
spNO.211,h,1,1,68,14,Micro-expression,VII
spNO.40,e,1683,1690,1703,L14,Micro-expression,VII
spNO.207,i,4176,4183,4208,4,Micro-expression,III
spNO.10,k,2067,2069,2072,L2,Micro-expression,VII
spNO.171,f,2151,2158,2201,4,Micro-expression,III
spNO.172,l,1617,1623,1631,4,Micro-expression,III
spNO.209,h,2818,2823,2838,14,Micro-expression,VII
spNO.1,h,181,185,194,38,Micro-expression,VII
spNO.143,l,5,5,30,14,Micro-expression,VII
spNO.3,h,552,556,582,L1+L2,Micro-expression,II
spNO.189,j,32,35,38,9,Micro-expression,IV
spNO.12,g,1666,1672,1695,7,Micro-expression,VII
spNO.195,a,8,8,39,14,Micro-expression,VII
spNO.144,g,1824,1832,1882,14,Micro-expression,VII
spNO.189,l,1422,1427,1463,14+9,Micro-expression,VII
spNO.210,b,218,225,268,14,Micro-expression,VII
spNO.189,m,94,103,107,9+4,Micro-expression,IV
spNO.204,j,500,503,516,5,Micro-expression,II
spNO.142,i,1308,1314,1333,14,Micro-expression,VII
spNO.212,j,1127,1130,1137,L14,Micro-expression,VII
spNO.7,i,5,5,38,14,Micro-expression,VII
spNO.206,h,336,339,343,1,Micro-expression,V
spNO.180,j,423,428,448,R2+R1,Micro-expression,II
spNO.150,j,714,722,735,R2+R1,Micro-expression,II
spNO.13,d,787,792,800,16+24,Micro-expression,VII
spNO.211,e,5,11,47,14,Micro-expression,VII
spNO.202,b,65,71,79,16,Micro-expression,VII
spNO.201,j,1759,1767,1778,4,Micro-expression,III
spNO.6,c,246,249,252,L9,Micro-expression,IV
spNO.42,m,7,7,48,14,Micro-expression,VII
spNO.215,k,1505,1512,1529,R2+R1,Micro-expression,II
spNO.169,d,3115,3122,3165,R2,Micro-expression,VII
spNO.11,l,2733,2743,2746,16,Micro-expression,VII
spNO.189,m,87,91,94,9+4,Micro-expression,IV
spNO.215,d,2996,2999,3016,1+2,Micro-expression,II
spNO.165,a,728,736,790,17,Micro-expression,VII
spNO.196,c,8,8,39,14,Micro-expression,VII
spNO.203,g,111,119,142,14,Micro-expression,VII
spNO.11,d,2487,2495,2506,14+24,Micro-expression,VII
spNO.10,l,1,3,8,25,Micro-expression,II
spNO.189,i,441,449,459,L14,Micro-expression,VII
spNO.157,h,5,10,42,14,Micro-expression,VII
spNO.171,m,677,685,723,1,Micro-expression,V
spNO.214,c,5,5,3460,17+4,Micro-expression,VII
spNO.183,j,416,421,438,24,Micro-expression,VII
spNO.167,j,418,422,437,2+1,Micro-expression,II
spNO.4,g,2033,2037,2041,17,Micro-expression,VII
spNO.142,j,7,7,42,25+12,Micro-expression,VII
spNO.176,l,7,14,45,14,Micro-expression,VII
spNO.2,e,138,143,148,1,Micro-expression,V
spNO.160,j,1623,1627,1634,4,Micro-expression,III
spNO.169,c,4,4,73,4,Micro-expression,III
spNO.182,e,2693,2701,2716,17,Micro-expression,VII
spNO.160,e,2093,2101,2113,18,Micro-expression,VII
spNO.165,k,2024,2031,2039,9+6+4,Micro-expression,VII
spNO.149,d,112,160,358,T28+14,Micro-expression,VII
spNO.185,k,997,1003,1034,L7,Micro-expression,VII
spNO.215,b,42,46,52,4,Micro-expression,III
spNO.40,b,7,7,47,14,Micro-expression,VII
spNO.156,c,90,94,101,4,Micro-expression,III
spNO.3,m,1538,1544,1549,1,Micro-expression,V
spNO.150,k,341,347,372,38,Micro-expression,VII
spNO.8,i,1823,1830,1856,14,Micro-expression,VII
spNO.187,c,2541,2549,2575,B23,Micro-expression,III
spNO.189,d,122,127,130,9,Micro-expression,IV
spNO.189,g,2043,2048,2062,4,Micro-expression,III
spNO.160,i,2670,2676,2687,4,Micro-expression,III
spNO.6,f,191,195,219,15,Micro-expression,V
spNO.165,g,2539,2542,2549,L14,Micro-expression,VII
spNO.194,m,1920,1927,1946,17+14,Micro-expression,VII
spNO.206,g,76,83,108,1+2,Micro-expression,II
spNO.4,b,111,119,135,4,Micro-expression,III
spNO.194,a,7,11,37,2+1+14,Micro-expression,VII
