Subject,Filename,Onset,Apex,Offset,AU,Expression type,Objective class
spNO.189,d,1004,1072,1306,14,Macro-expression,VII
spNO.8,f,295,332,409,14+4,Macro-expression,VII
spNO.184,k,278,294,312,L12,Macro-expression,I
spNO.190,d,587,606,662,15,Macro-expression,V
spNO.14,J,1245,1313,1471,23+14+16+18,Macro-expression,VII
spNO.217,m,429,443,460,7,Macro-expression,VII
spNO.8,d,493,504,534,14+24,Macro-expression,VII
spNO.160,d,3742,3823,3872,14,Macro-expression,VII
spNO.158,h,288,296,304,4,Micro-expression,III
spNO.195,b,54,85,117,14,Macro-expression,VII
spNO.176,h,1671,1694,1731,14,Macro-expression,VII
spNO.142,g,7,27,89,14,Macro-expression,VII
spNO.182,a,742,749,769,1,Micro-expression,V
spNO.2,m,903,943,999,14,Macro-expression,VII
spNO.39,i,3487,3569,3716,14,Macro-expression,VII
spNO.153,c,2964,3250,3475,4,Macro-expression,III
spNO.207,l,220,228,253,6+7,Micro-expression,VII
spNO.158,f,2186,2199,2215,5+2+1,Macro-expression,VII
spNO.39,g,114,125,172,14,Macro-expression,VII
spNO.2,l,1204,1224,1244,14,Macro-expression,VII
spNO.40,c,219,248,287,4,Macro-expression,III
spNO.162,g,2010,2043,2143,14,Macro-expression,VII
spNO.189,a,467,471,474,6+9+4,Micro-expression,VII
spNO.4,g,1534,1582,1609,4,Macro-expression,III
spNO.146,g,2441,2450,2547,4,Macro-expression,III
spNO.160,b,194,271,331,12+4+2+1,Macro-expression,VII
spNO.165,f,22,1169,1599,4+28+14,Macro-expression,VII
spNO.160,i,1940,1948,1955,38+4,Micro-expression,III
spNO.209,j,1374,1410,1452,12,Macro-expression,I
spNO.3,g,1049,1081,1127,14,Macro-expression,VII
spNO.160,e,2093,2101,2113,18,Micro-expression,VII
spNO.142,d,629,645,683,24+14,Macro-expression,VII
spNO.161,f,5,69,175,14,Macro-expression,VII
spNO.160,l,560,607,719,14,Macro-expression,VII
spNO.8,e,1777,1794,1857,14+24,Macro-expression,VII
spNO.189,k,2451,2515,2617,15+10+2+1,Macro-expression,VII
spNO.151,i,1862,1900,1942,4,Macro-expression,III
spNO.143,m,101,111,139,4,Macro-expression,III
spNO.178,k,2333,2352,2366,14,Macro-expression,VII
spNO.171,g,1604,1612,1653,1,Micro-expression,V
spNO.150,f,1355,1373,1406,14,Macro-expression,VII
spNO.143,i,650,689,733,24+14,Macro-expression,VII
spNO.11,d,526,554,628,28,Macro-expression,VII
spNO.200,b,298,307,346,2+1,Macro-expression,II
spNO.155,e,415,431,504,25+16+20+2+1,Macro-expression,VII
spNO.157,b,7,17,75,14+12+4,Macro-expression,VII
spNO.147,i,67,364,737,4+14,Macro-expression,VII
spNO.40,e,1683,1690,1703,L14,Micro-expression,VII
spNO.172,l,2180,2196,2219,14,Macro-expression,VII
spNO.182,m,925,989,1053,14,Macro-expression,VII
spNO.170,e,29,50,94,14,Macro-expression,VII
spNO.217,k,29,39,53,7+R2,Macro-expression,VII
spNO.142,i,655,675,698,18+24+14,Macro-expression,VII
spNO.12,d,116,121,139,14,Micro-expression,VII
spNO.189,d,3818,3829,3874,14,Macro-expression,VII
spNO.8,l,1752,1767,1803,14,Macro-expression,VII
spNO.184,d,3866,3887,3913,4,Macro-expression,III
spNO.157,l,1645,1814,2468,14+4,Macro-expression,VII
spNO.188,i,2304,2537,3110,4+2+1,Macro-expression,VI
spNO.165,b,448,461,492,4,Macro-expression,III
spNO.195,j,1285,1300,1327,9,Macro-expression,IV
spNO.41,c,159,171,301,4,Macro-expression,III
spNO.152,h,276,307,701,24,Macro-expression,VII
spNO.42,e,2030,2048,2086,14+24,Macro-expression,VII
spNO.202,j,570,577,611,14,Micro-expression,VII
spNO.161,d,12,41,207,14,Macro-expression,VII
spNO.189,k,891,902,997,14,Macro-expression,VII
spNO.159,k,2462,2468,2482,2+1,Micro-expression,II
spNO.189,j,658,690,770,14,Macro-expression,VII
spNO.170,e,1323,1338,1380,14,Macro-expression,VII
spNO.174,m,7,8,45,14,Micro-expression,VII
spNO.2,l,2719,2744,2804,38,Macro-expression,VII
spNO.155,c,874,937,1130,17+15+14+4,Macro-expression,VII
spNO.4,m,552,594,1519,4,Macro-expression,III
spNO.167,j,549,572,780,4,Macro-expression,III
spNO.176,d,7,13,41,14,Micro-expression,VII
spNO.146,a,270,361,480,12+15+14,Macro-expression,VII
spNO.165,d,2473,2584,4823,28+14+2+1+17+4,Macro-expression,VII
spNO.163,d,2898,2969,3014,38,Macro-expression,VII
spNO.166,a,254,293,518,2+1,Macro-expression,II
spNO.216,d,3059,3082,3123,38,Macro-expression,VII
spNO.6,e,6,16,39,14,Macro-expression,VII
spNO.147,l,4180,4191,4196,14,Macro-expression,VII
spNO.40,g,1402,1450,1594,1+14,Macro-expression,VII
spNO.160,f,2006,2035,2171,28+14,Macro-expression,VII
spNO.142,h,3198,3263,3356,17,Macro-expression,VII
spNO.39,i,549,576,631,23+14,Macro-expression,VII
spNO.194,j,1208,1219,1241,7,Macro-expression,VII
spNO.215,j,1564,1573,1598,1+4,Macro-expression,V
spNO.206,a,33,44,81,24+14,Macro-expression,VII
spNO.216,h,625,652,660,38,Macro-expression,VII
spNO.142,c,2843,2851,2870,24+14,Micro-expression,VII
spNO.186,j,1187,1196,1258,12,Macro-expression,I
spNO.13,l,523,537,553,14,Macro-expression,VII
spNO.182,k,2102,2134,2171,17+1,Macro-expression,VII
spNO.149,h,2933,2955,3070,14,Macro-expression,VII
spNO.166,b,68,74,326,2+1,Micro-expression,II
spNO.157,d,4228,4240,4249,4,Macro-expression,III
spNO.77,e,1674,1762,1837,4,Macro-expression,III
spNO.163,d,3948,3972,4046,38,Macro-expression,VII
spNO.215,e,2927,2948,2992,24,Macro-expression,VII
spNO.207,j,995,1005,1019,16+T18,Macro-expression,VII
spNO.202,b,79,90,119,14,Macro-expression,VII
spNO.165,d,440,483,605,4+28+14,Macro-expression,VII
spNO.175,a,544,559,588,17,Macro-expression,VII
spNO.163,k,1985,2084,2262,12,Macro-expression,I
spNO.213,i,848,872,926,14,Macro-expression,VII
spNO.175,j,705,771,843,12+24+14,Macro-expression,VII
spNO.14,e,463,877,1109,4,Macro-expression,III
spNO.171,e,1252,1297,1417,14+4,Macro-expression,VII
spNO.172,c,2307,2369,2586,12,Macro-expression,I
spNO.215,e,111,125,143,23,Macro-expression,III
spNO.149,e,1798,1810,1814,R14,Macro-expression,VII
spNO.150,a,558,588,615,14,Macro-expression,VII
spNO.6,c,2007,2032,2047,2+1,Macro-expression,II
spNO.174,a,185,203,233,14,Macro-expression,VII
spNO.11,a,462,471,485,24+17,Macro-expression,III
spNO.189,d,2459,2477,2595,14,Macro-expression,VII
spNO.176,i,561,609,647,14,Macro-expression,VII
spNO.192,e,2599,2733,3087,4,Macro-expression,III
spNO.200,e,2330,2359,2421,14,Macro-expression,VII
spNO.210,j,1198,1215,1261,14,Macro-expression,VII
spNO.6,c,246,249,252,L9,Micro-expression,IV
spNO.2,i,875,902,933,14,Macro-expression,VII
spNO.158,e,45,50,57,2+1,Micro-expression,II
spNO.11,k,375,381,388,24,Micro-expression,VII
spNO.200,m,165,201,273,28+14,Macro-expression,VII
spNO.201,f,2026,2038,2046,4,Macro-expression,III
spNO.142,h,350,365,433,24+14,Macro-expression,VII
spNO.12,h,180,270,388,4,Macro-expression,III
spNO.196,k,373,383,399,14,Macro-expression,VII
spNO.8,d,7,20,48,14,Macro-expression,VII
spNO.155,b,5,24,46,14,Macro-expression,VII
spNO.207,c,100,107,143,24+14,Micro-expression,VII
spNO.16,f,412,1585,1799,4,Macro-expression,III
spNO.42,m,1086,1091,1110,24,Micro-expression,VII
spNO.3,d,144,159,196,1+2,Macro-expression,II
spNO.201,e,1604,1613,1625,2+1,Macro-expression,II
spNO.148,l,2504,2617,2840,4,Macro-expression,III
spNO.161,h,1913,2003,2757,17+4,Macro-expression,VII
spNO.10,k,424,429,478,L2,Micro-expression,VII
spNO.147,m,8,36,65,23+14,Macro-expression,VII
spNO.171,i,3430,3439,3487,4,Macro-expression,III
spNO.173,a,7,15,59,14,Micro-expression,VII
spNO.206,c,1953,1966,1997,1+2,Macro-expression,II
spNO.146,g,2239,2266,2298,4+1,Macro-expression,V
spNO.215,m,150,159,184,1,Macro-expression,V
spNO.77,m,493,507,520,4,Macro-expression,III
spNO.206,m,152,167,178,14,Macro-expression,VII
spNO.142,e,852,874,911,14,Macro-expression,VII
spNO.166,i,3479,3486,3560,39,Micro-expression,VII
spNO.197,i,264,274,307,2+1,Macro-expression,II
spNO.9,e,64,379,2343,4,Macro-expression,III
spNO.149,e,330,390,492,14,Macro-expression,VII
spNO.77,h,3058,3079,3132,4,Macro-expression,III
spNO.160,c,2182,2204,2247,2+1,Macro-expression,II
spNO.153,d,4563,4570,4589,R20,Micro-expression,VI
spNO.166,e,101,112,135,2+1,Macro-expression,II
spNO.152,l,401,432,510,24+14,Macro-expression,VII
spNO.209,b,649,688,740,14,Macro-expression,VII
spNO.193,k,94,118,190,14,Macro-expression,VII
spNO.150,e,2277,2278,2282,4,Micro-expression,III
spNO.142,i,3000,3030,3064,24+14,Macro-expression,VII
spNO.147,c,188,207,254,24+14,Macro-expression,VII
spNO.216,f,277,329,343,14,Macro-expression,VII
spNO.214,c,1991,2015,2158,7,Macro-expression,VII
spNO.151,d,4249,4294,4406,R14,Macro-expression,VII
spNO.177,k,1460,1574,1691,12,Macro-expression,I
spNO.42,h,1291,1305,1347,14,Macro-expression,VII
spNO.160,m,2075,2086,2508,7+4,Macro-expression,III
spNO.11,h,316,324,338,25,Micro-expression,II
spNO.40,f,365,405,444,L1+L2+R1+R2,Macro-expression,VII
spNO.203,g,402,456,1010,17,Macro-expression,VII
spNO.148,c,161,166,174,4,Micro-expression,III
spNO.210,i,1,5,26,14,Micro-expression,VII
spNO.154,i,1087,1125,1906,28+14,Macro-expression,VII
spNO.144,b,184,266,367,10+4+12+5+2+1,Macro-expression,VII
spNO.197,l,933,942,948,5,Micro-expression,II
spNO.180,l,53,83,137,14,Macro-expression,VII
spNO.193,h,43,73,130,14+4,Macro-expression,VII
spNO.176,l,3687,3714,3744,14,Macro-expression,VII
spNO.212,i,3114,3131,3200,14,Macro-expression,VII
spNO.147,k,462,472,555,2+1,Macro-expression,II
spNO.204,e,250,318,357,28+14+4+38,Macro-expression,VII
spNO.176,e,2512,2541,2576,14,Macro-expression,VII
spNO.211,d,2849,2859,2966,14,Macro-expression,VII
spNO.142,a,66,78,115,14,Macro-expression,VII
spNO.189,m,780,784,788,9+4,Micro-expression,IV
spNO.6,j,843,850,859,1,Micro-expression,V
spNO.171,f,2151,2158,2201,4,Micro-expression,III
spNO.170,i,199,215,279,14,Macro-expression,VII
spNO.207,j,629,702,767,14+12+15,Macro-expression,VII
spNO.13,h,1481,1490,1533,14,Macro-expression,VII
spNO.193,c,7,51,233,17,Macro-expression,VII
spNO.12,j,384,401,421,4,Macro-expression,III
spNO.146,e,339,382,433,14,Macro-expression,VII
spNO.11,a,742,755,776,14,Macro-expression,VII
spNO.9,g,980,987,1046,4,Micro-expression,III
spNO.192,e,1334,1437,1629,4,Macro-expression,III
spNO.8,l,1623,1632,1653,14,Macro-expression,VII
spNO.168,e,268,300,331,4,Macro-expression,III
spNO.160,e,2613,2746,2797,14+2+1,Macro-expression,VII
spNO.195,a,979,998,1024,24,Macro-expression,VII
spNO.172,h,1217,1226,1279,14,Macro-expression,VII
spNO.12,c,18,43,113,24+10+4+7+17,Macro-expression,VII
spNO.11,a,318,372,422,4+26,Macro-expression,VII
spNO.15,k,2116,2141,2187,12,Macro-expression,I
spNO.210,d,1629,1641,1663,38,Macro-expression,VII
spNO.174,j,817,829,875,14,Macro-expression,VII
spNO.210,l,1417,1431,1459,38,Macro-expression,VII
spNO.179,d,1675,1865,2154,10+9+4+B28+T24,Macro-expression,VII
spNO.215,a,33,40,55,4,Micro-expression,III
spNO.180,a,21,33,140,14+4,Macro-expression,VII
spNO.217,g,767,782,800,4,Macro-expression,III
spNO.3,c,1965,1975,2036,1,Macro-expression,V
spNO.154,j,7,76,195,28+14,Macro-expression,VII
spNO.40,c,3278,3310,3348,1,Macro-expression,V
spNO.187,d,4719,4798,4820,12,Macro-expression,I
spNO.148,f,1385,1391,1396,4,Micro-expression,III
spNO.4,h,498,529,609,4,Macro-expression,III
spNO.5,e,1923,1927,1935,7,Micro-expression,VII
spNO.189,i,402,421,441,14,Macro-expression,VII
spNO.2,h,1057,1083,1127,14,Macro-expression,VII
spNO.39,j,1650,1679,1775,12,Macro-expression,I
spNO.180,e,43,97,167,14,Macro-expression,VII
spNO.160,j,1588,1599,1618,2+1,Macro-expression,II
spNO.184,h,1536,1548,1576,4,Macro-expression,III
spNO.196,i,2472,2487,2515,14,Macro-expression,VII
spNO.216,i,2955,2988,2999,7,Macro-expression,VII
spNO.196,l,2838,2858,2895,14,Macro-expression,VII
spNO.172,f,1933,1935,1941,R12,Micro-expression,I
spNO.203,f,1384,1406,1464,17,Macro-expression,VII
spNO.207,a,475,554,630,4+24,Macro-expression,VII
spNO.202,h,8,70,531,14,Macro-expression,VII
spNO.165,k,202,223,326,14+12+4,Macro-expression,VII
spNO.216,a,796,826,917,38,Macro-expression,VII
spNO.142,g,330,348,385,24+14,Macro-expression,VII
spNO.203,e,6,6,49,14,Micro-expression,VII
spNO.183,b,764,802,813,7,Macro-expression,VII
spNO.152,f,582,725,868,24+14+38,Macro-expression,VII
spNO.146,d,19,31,46,14,Macro-expression,VII
spNO.201,m,1174,1178,1205,4,Micro-expression,III
spNO.184,j,1374,1380,1387,4,Micro-expression,III
spNO.215,e,877,904,1563,9+10,Macro-expression,VII
spNO.194,l,1841,1864,1896,14,Macro-expression,VII
spNO.186,c,664,689,716,14,Macro-expression,VII
spNO.147,f,84,123,249,10+4+L14,Macro-expression,VII
spNO.170,l,83,141,170,14,Macro-expression,VII
spNO.216,i,2007,2102,2420,38,Macro-expression,VII
spNO.180,j,7,31,104,2+1+14,Macro-expression,VII
spNO.142,h,5,13,39,14+24,Micro-expression,VII
spNO.207,i,2260,2274,2299,4,Macro-expression,III
spNO.201,d,2682,2693,2781,2+1,Macro-expression,II
spNO.152,i,1654,1711,1812,24+14+4,Macro-expression,VII
spNO.157,d,3487,3634,3736,4+14,Macro-expression,VII
spNO.207,l,3948,3951,3971,4,Micro-expression,III
spNO.41,a,276,286,307,5,Macro-expression,II
spNO.183,e,44,73,205,14,Macro-expression,VII
spNO.207,h,98,106,127,7,Micro-expression,VII
spNO.189,i,1006,1068,1228,4+2+1+L14+14,Macro-expression,VII
spNO.11,e,1031,1046,1068,L2,Macro-expression,VII
spNO.147,m,2772,2846,2894,10,Macro-expression,IV
spNO.212,j,1905,1918,1940,R2,Macro-expression,VII
spNO.152,f,1266,1296,1367,24+14,Macro-expression,VII
spNO.215,a,55,69,116,1+14,Macro-expression,VII
spNO.186,e,254,278,740,2+1+16,Macro-expression,VII
spNO.169,c,2049,2053,2065,16,Micro-expression,VII
spNO.189,g,59,68,174,14,Macro-expression,VII
spNO.152,d,2687,2747,2788,12+14,Macro-expression,VII
spNO.215,k,339,354,392,1,Macro-expression,V
spNO.2,b,782,802,831,14,Macro-expression,VII
spNO.165,c,361,420,457,14+17+2+1+2+1,Macro-expression,VII
spNO.142,c,3014,3025,3048,14,Macro-expression,VII
spNO.152,d,881,953,1258,24+14+12,Macro-expression,VII
spNO.175,f,567,590,609,5,Macro-expression,II
spNO.165,k,1953,1967,1997,4,Macro-expression,III
spNO.77,b,7,32,64,14,Macro-expression,VII
spNO.189,h,2046,2048,2053,9,Micro-expression,IV
spNO.152,g,23,40,80,14,Macro-expression,VII
spNO.153,f,339,362,423,4,Macro-expression,III
spNO.169,i,15,24,55,R2,Macro-expression,VII
spNO.204,k,2708,2717,2744,14,Macro-expression,VII
spNO.180,j,734,757,787,R2+R1,Macro-expression,II
spNO.217,g,1501,1515,1528,7,Macro-expression,VII
spNO.206,m,189,202,214,2+1,Macro-expression,II
spNO.209,d,3608,3629,3657,14,Macro-expression,VII
spNO.202,j,508,524,548,16,Macro-expression,VII
spNO.148,b,204,213,218,4,Micro-expression,III
spNO.138,k,62,104,180,12,Macro-expression,I
spNO.217,g,739,744,767,7,Micro-expression,VII
spNO.184,j,1917,1925,1976,4,Micro-expression,III
spNO.207,k,1809,1829,1864,14,Macro-expression,VII
spNO.143,g,390,404,430,14,Macro-expression,VII
spNO.160,i,787,822,984,14,Macro-expression,VII
spNO.156,g,154,169,190,2+1,Macro-expression,II
spNO.2,a,35,44,78,14,Macro-expression,VII
spNO.147,l,4147,4158,4173,5,Macro-expression,II
spNO.39,a,179,184,201,5,Micro-expression,II
spNO.169,e,587,624,687,R2+24,Macro-expression,VII
spNO.170,m,112,125,190,14,Macro-expression,VII
spNO.14,i,2280,2712,2794,4,Macro-expression,III
spNO.142,f,1570,1582,1611,24+14,Macro-expression,VII
spNO.181,j,632,649,677,R2,Macro-expression,VII
spNO.172,m,1305,1342,1418,T28+14+4,Macro-expression,VII
spNO.169,d,1299,1341,1492,L7+R2+4,Macro-expression,VII
spNO.7,d,579,590,638,4,Macro-expression,III
spNO.194,f,331,339,373,14,Micro-expression,VII
spNO.214,k,1024,1054,1140,7,Macro-expression,VII
spNO.17,c,926,944,1083,1,Macro-expression,V
spNO.157,k,337,391,544,14+12,Macro-expression,VII
spNO.171,i,2659,2675,2714,4,Macro-expression,III
spNO.152,d,2996,3035,3140,14,Macro-expression,VII
spNO.160,d,3065,3078,3095,R20,Macro-expression,VI
spNO.143,m,2058,2073,2105,16+24+14,Macro-expression,VII
spNO.163,d,3482,3540,3584,38,Macro-expression,VII
spNO.40,c,2556,2682,2797,2+1,Macro-expression,II
spNO.2,f,1396,1416,1470,14,Macro-expression,VII
spNO.8,e,223,229,257,14,Micro-expression,VII
spNO.41,e,942,963,978,5,Macro-expression,II
spNO.150,a,85,96,138,2+1,Macro-expression,II
spNO.160,m,316,373,436,14+4,Macro-expression,VII
spNO.160,k,2452,2539,2581,12+2+1,Macro-expression,VII
spNO.152,j,1576,1596,1607,17+24+14,Macro-expression,VII
spNO.160,d,4528,4619,4660,14+2+1,Macro-expression,VII
spNO.207,j,1324,1339,1367,12,Macro-expression,I
spNO.186,k,875,904,1033,R14,Macro-expression,VII
spNO.215,l,1613,1618,1637,4,Micro-expression,III
spNO.161,l,5,111,2100,4,Macro-expression,III
spNO.40,g,2407,2425,2528,24+1,Macro-expression,VII
spNO.215,b,354,365,380,4,Macro-expression,III
spNO.172,b,938,945,978,12,Micro-expression,I
spNO.146,d,4674,4683,4701,L12,Macro-expression,I
spNO.8,l,2836,2840,2861,14,Micro-expression,VII
spNO.143,g,19,41,55,43,Macro-expression,VII
spNO.39,k,161,170,183,R2+R1,Macro-expression,II
spNO.145,l,1023,1032,1056,14,Macro-expression,VII
spNO.160,k,2192,2231,2413,2+1+12,Macro-expression,VII
spNO.163,e,600,607,618,R14,Micro-expression,VII
spNO.179,g,30,48,94,14,Macro-expression,VII
spNO.40,g,1594,1619,1672,18+1+4,Macro-expression,VII
spNO.11,d,2521,2534,2540,B28,Macro-expression,VII
spNO.215,l,2880,2891,2914,L14,Macro-expression,VII
spNO.186,a,246,266,281,B22+16,Macro-expression,VII
spNO.149,b,901,954,1007,14,Macro-expression,VII
spNO.172,g,947,991,1194,14,Macro-expression,VII
spNO.216,l,2637,2653,2664,4,Macro-expression,III
spNO.40,f,1094,1104,1224,18,Macro-expression,VII
spNO.215,e,446,448,453,9+6,Micro-expression,VII
spNO.165,g,45,83,151,10+4+24,Macro-expression,VII
spNO.189,j,424,539,672,14+2+1,Macro-expression,VII
spNO.42,e,2727,2736,2763,4,Macro-expression,III
spNO.42,i,3547,3555,3581,24,Micro-expression,VII
spNO.166,h,1529,1551,1673,4,Macro-expression,III
spNO.153,d,1846,1895,2141,4,Macro-expression,III
spNO.40,g,2531,2566,2619,R12+24+R14,Macro-expression,VII
spNO.40,e,3020,3030,3065,14,Macro-expression,VII
spNO.172,h,840,847,862,L14,Micro-expression,VII
spNO.11,c,876,886,895,L2,Macro-expression,VII
spNO.187,c,2059,2170,2356,12+6+17,Macro-expression,VII
spNO.163,k,1545,1557,1583,38,Macro-expression,VII
spNO.147,e,1082,1114,1595,14+28,Macro-expression,VII
spNO.8,i,1965,1978,2007,14,Macro-expression,VII
spNO.216,j,1,1,84,12,Micro-expression,I
spNO.178,j,991,1011,1048,24+14+26,Macro-expression,VII
spNO.204,k,721,727,777,14,Micro-expression,VII
spNO.210,e,649,702,791,12+7+28+14,Macro-expression,VII
spNO.184,i,3339,3347,3354,L7,Micro-expression,VII
spNO.171,g,512,525,534,5,Macro-expression,II
spNO.194,j,68,82,158,23+R20+R12,Macro-expression,VII
spNO.206,l,203,213,228,2+1,Macro-expression,II
spNO.149,d,112,160,358,T28+14,Micro-expression,VII
spNO.180,l,3734,3770,3817,L14,Macro-expression,VII
spNO.160,j,1189,1209,1311,R14,Macro-expression,VII
spNO.184,h,1456,1476,1515,24,Macro-expression,VII
spNO.217,h,2022,2049,2065,14,Macro-expression,VII
spNO.42,l,1639,1653,1679,14+24,Macro-expression,VII
spNO.175,c,424,1027,2285,4+7+6+17,Macro-expression,VII
spNO.210,d,533,542,556,L14,Macro-expression,VII
spNO.160,j,875,904,1042,12+4,Macro-expression,VII
spNO.215,c,5,19,69,14+4,Macro-expression,VII
spNO.171,c,437,446,474,4,Macro-expression,III
spNO.196,h,2794,2812,2826,14,Macro-expression,VII
spNO.212,l,752,770,843,14,Macro-expression,VII
spNO.179,k,1140,1155,1185,2+1,Macro-expression,II
spNO.208,f,92,102,121,4,Macro-expression,III
spNO.152,h,862,1030,1144,24,Macro-expression,VII
spNO.3,k,48,74,101,L14+L10,Macro-expression,VII
spNO.16,e,323,759,2497,4,Macro-expression,III
spNO.152,l,2118,2146,2276,24+14,Macro-expression,VII
spNO.194,j,1123,1137,1159,4,Macro-expression,III
spNO.201,f,1942,1965,1970,4,Macro-expression,III
spNO.11,k,1743,1746,1747,18,Micro-expression,VII
spNO.182,d,544,610,717,14,Macro-expression,VII
spNO.152,k,37,67,106,24+14,Macro-expression,VII
spNO.161,h,2816,2979,3509,4+14+4,Macro-expression,VII
spNO.174,k,1013,1039,1160,14,Macro-expression,VII
spNO.147,d,3054,3085,3653,R10,Macro-expression,IV
spNO.189,e,2334,2341,2365,14,Micro-expression,VII
spNO.206,f,117,122,141,1+2+5,Micro-expression,VII
spNO.213,c,966,1000,1061,14,Macro-expression,VII
spNO.157,e,447,459,789,4,Macro-expression,III
spNO.207,l,2098,2109,2152,7,Macro-expression,VII
spNO.41,a,95,105,135,4,Macro-expression,III
spNO.172,l,1027,1057,1087,12,Macro-expression,I
spNO.2,j,408,453,649,38,Macro-expression,VII
spNO.142,c,1714,1728,1750,24+14,Macro-expression,VII
spNO.197,l,2224,2238,2254,5,Macro-expression,II
spNO.184,b,495,669,765,12+4,Macro-expression,VII
spNO.209,i,3296,3302,3329,14,Micro-expression,VII
spNO.144,a,596,665,1020,9+10+17+24,Macro-expression,VII
spNO.182,a,7,96,224,12+15+28+14+4,Macro-expression,VII
spNO.160,i,3770,3776,3788,4,Micro-expression,III
spNO.160,l,79,85,93,4,Micro-expression,III
spNO.202,f,342,352,438,14,Macro-expression,VII
spNO.145,b,8,101,188,26+25+38+14,Macro-expression,VII
spNO.217,g,262,275,300,1+2,Macro-expression,II
spNO.216,k,1918,1934,2002,12+14+23+17,Macro-expression,VII
spNO.171,h,1890,1897,1915,4,Micro-expression,III
spNO.176,a,39,52,106,4,Macro-expression,III
spNO.142,a,820,856,888,12,Macro-expression,I
spNO.190,g,960,1000,1037,1,Macro-expression,V
spNO.207,e,1804,1820,1861,14,Macro-expression,VII
spNO.169,k,1782,1790,1816,4+R2,Micro-expression,VII
spNO.184,j,1397,1403,1428,4,Micro-expression,III
spNO.160,k,2303,2318,2401,2+1,Macro-expression,II
spNO.212,h,1,35,152,14+1+2,Macro-expression,VII
spNO.2,d,675,699,735,38,Macro-expression,VII
spNO.204,j,30,57,106,14+12,Macro-expression,VII
spNO.189,l,2230,2252,2282,14,Macro-expression,VII
spNO.11,l,793,807,818,14,Macro-expression,VII
spNO.40,e,1612,1636,1683,18+14,Macro-expression,VII
spNO.7,c,406,414,432,4+10+5,Micro-expression,VII
spNO.216,i,3149,3186,3340,14,Macro-expression,VII
spNO.170,d,4379,4394,4450,14,Macro-expression,VII
spNO.216,g,1804,1916,1972,38+7,Macro-expression,VII
spNO.210,d,3123,3138,3171,14,Macro-expression,VII
spNO.210,c,2030,2048,2069,38,Macro-expression,VII
spNO.189,j,41,52,78,14+9+14,Macro-expression,VII
spNO.216,m,589,598,615,L7,Macro-expression,VII
spNO.158,g,1970,2001,2116,12,Macro-expression,I
spNO.182,i,1143,1169,1233,14+17,Macro-expression,VII
spNO.192,k,1504,1543,1793,12+4+1,Macro-expression,VII
spNO.216,j,477,487,494,L6+7,Macro-expression,VII
spNO.162,i,3337,3349,3359,4,Macro-expression,III
spNO.40,e,2280,2292,2306,18,Macro-expression,VII
spNO.184,i,3406,3424,3467,24,Macro-expression,VII
spNO.201,g,1767,1783,1804,4,Macro-expression,III
spNO.203,c,144,154,182,14,Macro-expression,VII
spNO.143,c,163,175,182,14,Macro-expression,VII
spNO.208,c,2733,2779,2870,4,Macro-expression,III
spNO.194,g,570,582,663,17,Macro-expression,VII
spNO.177,g,1504,1555,1617,L12,Macro-expression,I
spNO.189,h,676,717,800,T18+6+9+2+1,Macro-expression,VII
spNO.215,l,0,357,750,14+14+24+14+2+1+23+2+4,Macro-expression,VII
spNO.152,i,689,716,774,24+14,Macro-expression,VII
spNO.143,c,2564,2579,2594,14,Macro-expression,VII
spNO.166,h,1229,1253,1529,2+1,Macro-expression,II
spNO.11,i,2218,2231,2300,4+25+18,Macro-expression,VII
spNO.169,a,89,115,180,2+1,Macro-expression,II
spNO.174,e,1141,1150,1174,4,Macro-expression,III
spNO.2,d,2553,2577,2601,38,Macro-expression,VII
spNO.179,k,30,108,184,14+2+1,Macro-expression,VII
spNO.148,m,2065,2085,2134,17,Macro-expression,VII
spNO.160,h,781,820,937,14+4,Macro-expression,VII
spNO.187,c,38,73,385,12,Macro-expression,I
spNO.176,h,2040,2079,2172,14+28,Macro-expression,VII
spNO.7,a,402,469,551,12+4,Macro-expression,VII
spNO.203,g,111,119,142,14,Micro-expression,VII
spNO.201,g,13,38,129,24,Macro-expression,VII
spNO.8,i,801,822,983,14,Macro-expression,VII
spNO.174,d,3136,3214,3243,14,Macro-expression,VII
spNO.215,i,3104,3120,3200,14,Macro-expression,VII
spNO.198,j,481,494,551,14,Macro-expression,VII
spNO.190,k,1329,1359,1413,24+12,Macro-expression,VII
spNO.209,j,746,772,818,14,Macro-expression,VII
spNO.165,a,728,736,790,17,Micro-expression,VII
spNO.202,g,2676,2696,2732,14,Macro-expression,VII
spNO.181,c,2316,2397,2428,14,Macro-expression,VII
spNO.142,d,1896,1913,1942,24,Macro-expression,VII
spNO.169,i,914,925,939,4,Macro-expression,III
spNO.171,h,2087,2096,2110,4,Macro-expression,III
spNO.212,b,1104,1125,1152,L14,Macro-expression,VII
spNO.201,d,3361,3370,3449,4,Macro-expression,III
spNO.170,d,3867,3888,3914,14,Macro-expression,VII
spNO.2,l,1948,1962,1990,14,Macro-expression,VII
spNO.206,l,2601,2608,2613,1,Micro-expression,V
spNO.41,c,496,520,581,5+4,Macro-expression,VII
spNO.156,i,4185,4197,4230,4,Macro-expression,III
spNO.17,a,127,135,175,2+1,Micro-expression,II
spNO.208,a,625,646,695,4+12,Macro-expression,VII
spNO.160,a,952,980,1021,14,Macro-expression,VII
spNO.171,d,1666,1674,1684,4,Micro-expression,III
